Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.4,,
PEAK,65.0,-6.3,0.7,1.92
LOW_SHELF,105.0,5.5,0.71,
PEAK,440.0,2.0,1.4,1.01
PEAK,1080.0,-2.5,1.2,1.17
HIGH_SHELF,1250.0,6.5,0.71,
PEAK,3350.0,-1.8,5.0,0.29
PEAK,6050.0,-6.0,3.7,0.39
PEAK,8650.0,-4.0,2.0,0.71
HIGH_SHELF,11000.0,-4.0,0.71,
