Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-6.0,,
LOW_SHELF,60.0,6.0,0.71,
PEAK,150.0,-3.9,0.6,2.19
PEAK,2350.0,-1.9,3.0,0.48
PEAK,2800.0,1.2,2.0,0.71
PEAK,3550.0,-2.0,4.0,0.36
PEAK,5380.0,-6.2,5.0,0.29
PEAK,6400.0,-3.1,4.0,0.36
PEAK,7650.0,-3.9,5.0,0.29
PEAK,11000.0,3.5,1.4,1.01
