Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.2,,
PEAK,59.0,-2.9,1.4,1.01
LOW_SHELF,92.0,-7.0,0.71,
PEAK,170.0,6.0,1.3,1.08
PEAK,930.0,3.2,1.1,1.27
PEAK,1260.0,-5.9,0.9,1.53
PEAK,2500.0,-1.0,2.0,0.71
PEAK,4000.0,3.0,1.4,1.01
HIGH_SHELF,9000.0,-5.0,0.71,0.11
