Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.2,,
LOW_SHELF,280.0,-16.5,0.5,0.61
PEAK,920.0,1.7,1.3,1.08
PEAK,1600.0,-0.5,4.0,0.36
PEAK,2650.0,1.6,2.5,0.57
PEAK,4620.0,-5.6,3.0,0.48
HIGH_SHELF,5000.0,3.0,0.8,
HIGH_SHELF,11000.0,2.0,1.0,
