Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.0,,
PEAK,170.0,-3.5,0.45,2.76
PEAK,640.0,1.9,0.6,2.19
PEAK,1300.0,-1.8,2.0,0.71
PEAK,2200.0,-1.2,2.5,0.57
PEAK,3150.0,5.0,1.0,1.39
PEAK,3850.0,-2.3,6.0,0.24
PEAK,4950.0,-1.0,6.0,0.24
PEAK,6000.0,3.0,1.4,1.01
PEAK,7600.0,-4.0,5.0,0.29
