Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-6.0,,
LOW_SHELF,72.0,3.5,0.71,
PEAK,234.0,-5.5,0.55,2.35
PEAK,1300.0,-0.6,2.0,0.71
HIGH_SHELF,1800.0,6.0,0.71,
PEAK,3050.0,-3.9,2.8,0.51
PEAK,6300.0,-2.7,4.0,0.36
PEAK,8100.0,-3.0,4.0,0.36
