Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.0,,
LOW_SHELF,50.0,5.0,0.7,0.3
PEAK,145.0,-9.3,0.9,1.53
PEAK,280.0,-2.5,1.5,0.94
PEAK,850.0,-2.0,1.0,1.39
PEAK,7000.0,-2.0,5.0,0.29
PEAK,17000.0,-8.0,1.5,0.94
