Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-8.7,,
LOW_SHELF,150.0,6.2,0.7,0.31
PEAK,720.0,3.5,0.7,1.92
PEAK,1450.0,-1.2,1.8,0.79
PEAK,2650.0,8.3,2.0,0.71
PEAK,3300.0,-1.4,6.0,0.24
PEAK,4000.0,1.0,6.0,0.24
PEAK,4750.0,-3.9,5.0,0.29
PEAK,6700.0,7.1,2.5,0.57
PEAK,8200.0,1.8,7.0,0.21
PEAK,10500.0,-4.3,3.0,0.48
