Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-9.7,,
LOW_SHELF,49.0,3.0,0.7,0.28
PEAK,210.0,-6.5,0.5,2.54
PEAK,900.0,1.9,1.5,0.94
PEAK,1700.0,-9.5,1.9,0.75
PEAK,2100.0,-1.2,6.0,0.24
PEAK,2990.0,-2.4,7.0,0.21
PEAK,3000.0,2.0,1.0,1.39
PEAK,6400.0,8.0,1.0,1.39
PEAK,7000.0,1.5,1.0,1.39
