Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-2.9,,
LOW_SHELF,50.0,2.5,0.71,
PEAK,240.0,-1.0,0.8,1.7
PEAK,1050.0,-2.5,2.0,0.71
PEAK,1800.0,3.5,1.1,1.27
PEAK,3100.0,-1.8,2.0,0.71
PEAK,4300.0,1.3,2.0,0.71
PEAK,5912.0,-2.0,5.0,0.29
PEAK,8522.0,-1.0,6.0,0.24
PEAK,11040.0,-3.0,5.0,0.29
