Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-1.2,,
LOW_SHELF,39.0,-5.7,0.7,0.3
PEAK,112.0,1.2,1.1,1.27
PEAK,1400.0,-2.7,2.0,0.71
PEAK,900.0,1.3,0.9,1.53
PEAK,3100.0,-3.7,2.0,0.71
PEAK,6000.0,1.5,2.0,0.71
