Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-9.9,,
LOW_SHELF,30.0,6.0,0.71,
PEAK,52.0,-3.5,2.0,0.71
LOW_SHELF,105.0,4.0,0.71,
PEAK,127.0,0.9,1.4,1.01
PEAK,1250.0,-6.0,1.4,1.01
PEAK,2800.0,9.0,0.7,1.92
PEAK,3850.0,-3.7,3.5,0.41
PEAK,5150.0,-3.5,5.0,0.29
PEAK,10400.0,-3.0,7.0,0.21
HIGH_SHELF,11000.0,-1.0,0.71,
