Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-8.1,,
PEAK,22.5,-10.0,1.1,1.27
PEAK,350.0,1.9,2.0,0.71
PEAK,470.0,1.0,3.0,0.48
PEAK,600.0,1.8,2.0,0.71
PEAK,1420.0,-13.4,1.9,0.75
PEAK,2120.0,3.5,2.0,0.71
PEAK,3350.0,-8.0,2.2,0.65
PEAK,6000.0,10.0,0.3,3.7
PEAK,8700.0,-10.0,5.0,0.29
PEAK,10500.0,-10.0,4.5,0.32
