Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-7.2,,
LOW_SHELF,85.0,6.0,0.71,
PEAK,210.0,-1.4,1.1,1.27
HIGH_SHELF,1000.0,7.0,0.71,
PEAK,1025.0,-4.1,2.5,0.57
PEAK,1800.0,0.7,3.0,0.48
PEAK,2870.0,-9.1,2.0,0.71
PEAK,5480.0,-8.6,6.0,0.24
PEAK,6800.0,2.5,3.0,0.48
PEAK,8700.0,-3.5,6.0,0.24
HIGH_SHELF,12000.0,-10.0,0.71,
