Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-3.3,,
PEAK,40.0,-0.9,1.0,1.39
PEAK,1300.0,-2.7,2.1,0.68
PEAK,2450.0,1.5,2.0,0.71
PEAK,3400.0,-2.7,2.2,0.65
PEAK,6000.0,3.5,1.5,0.94
