Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-0.1,,
PEAK,37.0,-9.2,0.23,4.38
PEAK,900.0,0.3,1.0,1.39
PEAK,2550.0,-3.3,1.4,1.01
PEAK,4200.0,-3.7,1.3,1.08
PEAK,6000.0,2.0,2.0,0.71
