Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-3.8,,
PEAK,260.0,-4.4,0.65,2.04
PEAK,840.0,0.6,1.5,0.94
PEAK,1400.0,-1.3,2.0,0.71
PEAK,3050.0,-1.5,7.0,0.21
PEAK,3300.0,4.5,1.4,1.01
PEAK,5100.0,-1.5,6.0,0.24
PEAK,5900.0,-2.2,6.0,0.24
PEAK,7300.0,-2.0,3.0,0.48
PEAK,8500.0,-2.5,3.0,0.48
