Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-0.5,,
PEAK,290.0,3.0,1.4,1.01
PEAK,450.0,-1.7,1.0,1.39
PEAK,1000.0,-6.3,0.5,2.54
PEAK,1500.0,-1.3,2.2,0.65
PEAK,3000.0,3.5,0.8,1.7
PEAK,3030.0,-4.8,3.0,0.48
PEAK,4750.0,-7.0,6.0,0.24
PEAK,5550.0,-3.1,6.0,0.24
PEAK,8100.0,-5.0,5.0,0.29
