Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-3.5,,
LOW_SHELF,55.0,3.5,0.7,0.29
PEAK,200.0,-5.7,0.7,1.92
PEAK,420.0,1.2,2.0,0.71
PEAK,730.0,3.4,1.0,1.39
PEAK,1800.0,-2.8,1.4,1.01
PEAK,2250.0,1.3,3.4,0.42
PEAK,3000.0,-1.2,4.0,0.36
PEAK,4100.0,1.3,4.0,0.36
PEAK,5800.0,-10.0,4.0,0.36
PEAK,7800.0,-7.0,6.0,0.24
