Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-6.5,,
HIGH_SHELF,300.0,2.5,0.7,0.28
PEAK,200.0,-1.0,1.5,0.94
PEAK,35.0,2.5,1.2,1.17
PEAK,1570.0,-1.8,1.5,0.94
PEAK,750.0,0.6,1.5,0.94
PEAK,2200.0,0.7,2.5,0.57
PEAK,3750.0,2.0,3.0,0.48
PEAK,4550.0,-8.0,3.5,0.41
PEAK,6750.0,-8.0,3.0,0.48
HIGH_SHELF,10000.0,4.0,0.7,0.29
