Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.3,,
PEAK,57.0,-3.8,0.75,1.8
LOW_SHELF,105.0,5.5,0.71,
PEAK,300.0,-3.0,0.4,3.02
PEAK,1500.0,2.6,0.8,1.7
HIGH_SHELF,2000.0,4.0,0.71,
PEAK,2500.0,-1.4,5.0,0.29
PEAK,4000.0,-2.5,6.0,0.24
PEAK,4600.0,-1.5,5.0,0.29
PEAK,8000.0,-5.5,3.0,0.48
HIGH_SHELF,10000.0,-3.0,0.71,
