Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-1.3,,
PEAK,45.0,-2.7,0.9,1.53
PEAK,210.0,-12.7,0.4,3.02
PEAK,1150.0,-1.5,2.0,0.71
PEAK,1600.0,6.0,0.7,1.92
PEAK,1950.0,2.2,3.0,0.48
PEAK,2650.0,-4.7,2.1,0.68
PEAK,5000.0,-3.5,2.0,0.71
PEAK,5300.0,-12.0,0.6,2.19
PEAK,7500.0,3.0,2.0,0.71
PEAK,8000.0,6.0,1.5,0.94
