Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-10.0,,
PEAK,30.0,3.0,0.8,1.7
LOW_SHELF,155.0,7.0,0.71,
PEAK,770.0,0.8,2.0,0.71
PEAK,1200.0,-0.6,3.0,0.48
PEAK,1450.0,-2.2,2.0,0.71
PEAK,2400.0,-6.1,1.1,1.27
PEAK,3900.0,-1.6,4.0,0.36
PEAK,5000.0,4.0,1.0,1.39
PEAK,5600.0,-1.0,6.0,0.24
