Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.6,,
LOW_SHELF,40.0,2.0,0.7,0.28
PEAK,190.0,-2.2,0.7,1.92
HIGH_SHELF,550.0,3.0,0.7,0.28
PEAK,950.0,0.7,2.0,0.71
PEAK,1550.0,-3.8,1.1,1.27
PEAK,3100.0,1.4,2.0,0.71
PEAK,4300.0,-1.8,1.8,0.79
PEAK,6500.0,3.0,1.0,1.39
