Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.5,,
PEAK,30.0,2.5,1.0,1.39
LOW_SHELF,110.0,3.0,0.71,
PEAK,340.0,-3.0,0.8,1.7
HIGH_SHELF,1300.0,1.8,0.71,
PEAK,1300.0,-1.6,2.0,0.71
PEAK,3040.0,-1.8,3.0,0.48
PEAK,5950.0,-6.2,3.0,0.48
HIGH_SHELF,7000.0,-1.0,0.71,
