Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-9.5,,
LOW_SHELF,75.0,4.0,0.71,
LOW_SHELF,105.0,5.5,0.71,
PEAK,220.0,-4.0,0.5,2.54
PEAK,950.0,-2.6,1.3,1.08
PEAK,1650.0,5.0,1.4,1.01
PEAK,2100.0,-1.6,4.0,0.36
PEAK,2700.0,-4.0,2.5,0.57
PEAK,3000.0,-0.7,6.0,0.24
PEAK,4100.0,4.0,1.4,1.01
PEAK,7000.0,-4.9,3.0,0.48
