Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-6.0,,
LOW_SHELF,105.0,5.5,0.71,
PEAK,350.0,1.5,1.9,0.75
PEAK,730.0,-1.4,2.5,0.57
HIGH_SHELF,2000.0,6.0,0.71,
PEAK,1990.0,1.8,2.0,0.71
PEAK,3100.0,-1.8,2.2,0.65
PEAK,6080.0,-4.0,3.0,0.48
PEAK,8300.0,-2.5,6.0,0.24
PEAK,14300.0,-5.5,6.0,0.24
