Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-6.6,,
PEAK,6500.0,6.6,1.0,1.39
PEAK,260.0,-6.3,0.5,2.54
PEAK,4000.0,2.5,1.41,1.0
PEAK,1700.0,-11.9,1.5,0.94
PEAK,900.0,1.3,1.4,1.01
PEAK,3000.0,-4.3,6.0,0.24
PEAK,3900.0,-1.1,6.0,0.24
PEAK,5700.0,-1.3,6.0,0.24
