Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.2,,
PEAK,80.0,-4.0,0.4,3.02
LOW_SHELF,105.0,5.5,0.71,
PEAK,230.0,-1.0,1.7,0.84
PEAK,380.0,1.8,1.4,1.01
PEAK,1500.0,-3.7,0.8,1.7
PEAK,4000.0,4.2,0.7,1.92
PEAK,5870.0,-7.0,2.7,0.53
HIGH_SHELF,11000.0,-3.0,0.71,
PEAK,11600.0,-2.3,6.0,0.24
