Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-12.3,,
LOW_SHELF,25.0,7.0,0.71,
LOW_SHELF,105.0,5.5,0.71,
PEAK,200.0,-3.4,0.4,3.02
PEAK,750.0,2.5,1.4,1.01
PEAK,1000.0,-1.2,2.0,0.71
PEAK,2300.0,-6.2,1.5,0.94
PEAK,5912.0,-3.3,5.0,0.29
PEAK,8500.0,1.5,1.4,1.01
HIGH_SHELF,13000.0,-3.0,0.71,
