Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-3.8,,
LOW_SHELF,45.0,1.9,0.7,0.28
PEAK,185.0,-6.1,0.42,2.91
HIGH_SHELF,450.0,3.5,0.7,0.29
PEAK,1830.0,-1.7,3.0,0.48
PEAK,4250.0,-1.4,3.0,0.48
PEAK,7950.0,3.0,3.0,0.48
PEAK,3350.0,2.0,6.0,0.24
PEAK,5950.0,-5.5,4.5,0.32
PEAK,10500.0,-11.0,1.0,1.39
