Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-4.1,,
PEAK,100.0,-6.7,0.2,4.75
LOW_SHELF,105.0,5.5,0.71,
PEAK,395.0,8.4,1.0,1.39
PEAK,1350.0,-3.3,1.4,1.01
PEAK,4000.0,5.0,1.0,1.39
PEAK,5300.0,-3.1,4.5,0.32
PEAK,6500.0,-4.7,2.7,0.53
PEAK,8400.0,-3.5,4.0,0.36
HIGH_SHELF,10000.0,-2.0,0.71,
