Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-10.0,,
LOW_SHELF,85.0,10.0,0.6,1.42
PEAK,1800.0,-1.3,3.0,0.48
PEAK,3000.0,9.4,1.0,1.39
PEAK,6300.0,-1.6,6.0,0.24
