Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.5,,
PEAK,64.0,-2.1,1.1,1.27
LOW_SHELF,105.0,5.5,0.71,
PEAK,160.0,-1.6,0.9,1.53
PEAK,600.0,0.5,1.0,1.39
PEAK,1400.0,-2.3,1.1,1.27
PEAK,5150.0,-3.6,5.0,0.29
PEAK,6700.0,-2.0,6.0,0.24
PEAK,7800.0,5.5,1.0,1.39
PEAK,8000.0,-1.5,6.0,0.24
PEAK,10500.0,-1.3,6.0,0.24
