Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-4.5,,
LOW_SHELF,62.0,4.5,0.71,
PEAK,250.0,-2.5,0.8,1.7
HIGH_SHELF,1500.0,5.5,0.71,
PEAK,1600.0,-3.2,1.5,0.94
PEAK,3000.0,1.2,2.0,0.71
PEAK,3100.0,-4.0,5.0,0.29
PEAK,5500.0,-5.0,3.0,0.48
HIGH_SHELF,8000.0,-5.5,0.71,
