Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.5,,
LOW_SHELF,105.0,5.5,0.71,
PEAK,600.0,0.5,1.0,1.39
PEAK,1880.0,-5.5,1.3,1.08
PEAK,5950.0,-6.8,4.0,0.36
PEAK,6000.0,5.0,0.7,1.92
PEAK,7200.0,-2.4,6.0,0.24
PEAK,8430.0,-3.4,7.0,0.21
PEAK,10350.0,-6.7,5.0,0.29
HIGH_SHELF,14000.0,-4.0,0.71,
