Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-4.9,,
PEAK,230.0,-0.9,1.2,1.17
PEAK,760.0,3.0,1.0,1.39
PEAK,1340.0,-0.8,3.0,0.48
HIGH_SHELF,2000.0,7.0,0.71,
PEAK,2100.0,-4.9,1.3,1.08
PEAK,3150.0,1.5,2.5,0.57
PEAK,4800.0,-4.3,3.0,0.48
HIGH_SHELF,7000.0,-7.0,0.71,
