Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.4,,
PEAK,94.0,-5.8,0.8,1.7
LOW_SHELF,105.0,5.5,0.71,
PEAK,200.0,-3.5,0.9,1.53
PEAK,750.0,0.7,1.5,0.94
PEAK,2000.0,-0.7,1.8,0.79
HIGH_SHELF,3300.0,-2.0,0.71,
PEAK,5070.0,-5.6,4.0,0.36
PEAK,5900.0,-1.3,6.0,0.24
HIGH_SHELF,10000.0,-3.0,0.71,
