Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-8.9,,
LOW_SHELF,105.0,5.5,0.71,
PEAK,110.0,-9.7,0.15,5.54
PEAK,2200.0,10.0,0.9,1.53
PEAK,5650.0,-5.7,3.5,0.41
PEAK,7800.0,-3.7,6.0,0.24
HIGH_SHELF,11000.0,1.0,0.71,
PEAK,11100.0,-3.6,6.0,0.24
