Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-2.0,,
LOW_SHELF,140.0,2.0,0.7,0.28
PEAK,220.0,-4.0,0.5,2.54
PEAK,870.0,1.8,1.5,0.94
PEAK,1300.0,-0.8,3.0,0.48
PEAK,1900.0,2.0,2.0,0.71
PEAK,2900.0,-2.9,3.3,0.44
PEAK,5050.0,-5.1,3.5,0.41
PEAK,6700.0,3.0,3.0,0.48
PEAK,8300.0,-5.5,6.0,0.24
PEAK,15000.0,-5.0,1.5,0.94
