Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-4.0,,
LOW_SHELF,110.0,3.0,0.71,
PEAK,300.0,-4.0,0.6,2.19
PEAK,1350.0,-1.8,2.0,0.71
HIGH_SHELF,1800.0,4.0,0.71,
PEAK,3050.0,-4.4,2.5,0.57
PEAK,6300.0,-2.3,4.0,0.36
PEAK,8300.0,-3.0,4.0,0.36
