Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-11.3,,
PEAK,200.0,-6.3,0.38,3.14
PEAK,400.0,1.2,1.5,0.94
PEAK,800.0,3.3,0.82,1.67
PEAK,1150.0,-0.4,4.0,0.36
PEAK,1700.0,-4.4,0.9,1.53
PEAK,2550.0,0.9,3.0,0.48
PEAK,3250.0,13.0,0.85,1.61
PEAK,5250.0,-1.7,5.0,0.29
HIGH_SHELF,7000.0,-10.0,0.7,0.36
PEAK,13000.0,4.0,2.0,0.71
