Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-4.5,,
PEAK,46.0,-5.7,0.5,2.54
LOW_SHELF,105.0,5.5,0.71,
PEAK,210.0,-2.8,0.5,2.54
PEAK,630.0,2.5,1.4,1.01
PEAK,1600.0,-3.1,0.8,1.7
PEAK,2550.0,-4.1,3.0,0.48
PEAK,3500.0,6.0,1.0,1.39
PEAK,5000.0,-3.0,5.0,0.29
PEAK,5750.0,-4.7,4.5,0.32
HIGH_SHELF,10000.0,-2.0,0.71,
