Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-7.2,,
HIGH_SHELF,150.0,-7.5,0.71,
PEAK,900.0,2.0,1.0,1.39
PEAK,1400.0,-2.5,2.0,0.71
HIGH_SHELF,2100.0,10.0,0.71,
PEAK,4000.0,-1.0,3.0,0.48
PEAK,5800.0,3.0,2.0,0.71
HIGH_SHELF,10000.0,6.0,0.71,
PEAK,19000.0,-15.0,3.0,0.48
