Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-4.9,,
LOW_SHELF,105.0,5.5,0.71,
PEAK,150.0,-8.0,0.2,4.75
PEAK,800.0,5.4,0.8,1.7
PEAK,1170.0,-4.5,2.0,0.71
PEAK,2540.0,-1.6,4.0,0.36
PEAK,3000.0,6.5,0.8,1.7
PEAK,3900.0,-3.1,3.0,0.48
PEAK,7000.0,-2.8,2.5,0.57
