Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-12.5,,
LOW_SHELF,96.0,9.9,0.65,5.46
PEAK,240.0,-0.8,2.0,0.71
PEAK,840.0,1.0,1.8,0.79
PEAK,1250.0,-1.6,2.2,0.65
PEAK,1750.0,-1.0,2.0,0.71
HIGH_SHELF,2300.0,4.5,0.7,0.29
PEAK,4500.0,-2.3,1.5,0.94
PEAK,6150.0,0.6,4.0,0.36
PEAK,7200.0,10.0,1.4,1.01
HIGH_SHELF,8000.0,-4.0,0.7,0.29
