Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-3.3,,
PEAK,50.0,5.0,2.0,0.71
PEAK,78.0,-6.0,1.7,0.84
PEAK,215.0,-1.6,1.5,0.94
PEAK,1650.0,-5.3,1.1,1.27
PEAK,3400.0,-1.2,4.0,0.36
PEAK,4700.0,2.0,3.0,0.48
PEAK,6000.0,-3.0,3.5,0.41
HIGH_SHELF,9000.0,-3.0,0.7,0.28
PEAK,10650.0,-5.0,7.0,0.21
