Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-11.6,,
LOW_SHELF,90.0,6.0,0.7,0.31
PEAK,240.0,-3.0,0.7,1.92
PEAK,1400.0,-1.1,4.0,0.36
PEAK,1600.0,-11.0,0.5,2.54
PEAK,2300.0,11.0,2.0,0.71
PEAK,2500.0,2.2,5.0,0.29
PEAK,2990.0,8.7,2.9,0.5
PEAK,4200.0,11.0,3.5,0.41
PEAK,5700.0,7.9,2.6,0.55
PEAK,9900.0,-9.0,5.0,0.29
