Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.8,,
LOW_SHELF,25.0,6.0,0.71,
PEAK,150.0,-2.9,0.5,2.54
PEAK,1330.0,-2.0,1.4,1.01
PEAK,3150.0,-3.1,2.2,0.65
PEAK,3500.0,-1.0,4.0,0.36
PEAK,5000.0,-1.2,6.0,0.24
PEAK,5850.0,-2.2,4.5,0.32
PEAK,5600.0,2.0,0.71,1.89
PEAK,7710.0,-2.5,5.0,0.29
HIGH_SHELF,13000.0,-3.0,0.71,
