Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-4.5,,
LOW_SHELF,105.0,4.5,0.71,
PEAK,160.0,-3.0,0.5,2.54
PEAK,1300.0,-2.4,1.5,0.94
HIGH_SHELF,1600.0,3.5,0.71,
PEAK,3400.0,-2.6,2.5,0.57
PEAK,5500.0,-5.0,3.5,0.41
