Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-4.8,,
PEAK,76.0,-5.5,0.35,3.33
LOW_SHELF,105.0,5.5,0.71,
PEAK,500.0,3.4,1.0,1.39
PEAK,900.0,-4.5,1.0,1.39
PEAK,2370.0,3.1,2.0,0.71
PEAK,2930.0,-3.1,4.5,0.32
PEAK,4200.0,-2.1,4.0,0.36
PEAK,6400.0,3.5,1.0,1.39
PEAK,6700.0,-2.0,6.0,0.24
PEAK,8250.0,-2.9,5.0,0.29
