Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-10.3,,
PEAK,45.0,5.0,1.4,1.01
LOW_SHELF,105.0,5.5,0.71,
PEAK,230.0,-1.7,1.4,1.01
PEAK,1050.0,-2.0,1.4,1.01
PEAK,1900.0,2.0,1.4,1.01
PEAK,3100.0,-1.5,4.0,0.36
PEAK,5250.0,-3.1,6.0,0.24
PEAK,7500.0,5.0,1.0,1.39
PEAK,8000.0,-5.4,3.5,0.41
