Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-2.9,,
LOW_SHELF,105.0,5.5,0.71,
LOW_SHELF,135.0,-5.0,0.71,
PEAK,140.0,-3.6,1.5,0.94
PEAK,220.0,1.4,1.4,1.01
PEAK,1000.0,-0.8,2.0,0.71
PEAK,2950.0,-3.0,3.0,0.48
HIGH_SHELF,3000.0,4.5,0.71,
PEAK,5800.0,-3.7,5.0,0.29
PEAK,7900.0,-3.3,4.0,0.36
HIGH_SHELF,11000.0,-4.5,0.71,
