Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-8.2,,
PEAK,30.0,5.0,1.0,1.39
LOW_SHELF,110.0,10.0,0.71,
LOW_SHELF,600.0,-6.8,0.71,
PEAK,2400.0,1.9,2.0,0.71
PEAK,3500.0,-0.6,3.0,0.48
PEAK,5950.0,-5.8,2.4,0.6
