Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-6.0,,
LOW_SHELF,185.0,2.5,0.71,
PEAK,890.0,0.5,1.4,1.01
PEAK,1300.0,-1.5,2.0,0.71
PEAK,2450.0,-7.7,0.8,1.7
PEAK,3080.0,10.3,0.9,1.53
PEAK,4250.0,-3.5,2.2,0.65
PEAK,6000.0,3.0,2.0,0.71
PEAK,8000.0,-4.0,2.0,0.71
HIGH_SHELF,10000.0,6.0,0.71,
