Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.2,,
PEAK,20.0,-4.0,0.4,3.02
PEAK,102.0,-2.0,2.4,0.6
LOW_SHELF,105.0,5.5,0.71,
PEAK,170.0,1.7,2.4,0.6
HIGH_SHELF,1200.0,7.0,0.71,
PEAK,1250.0,-3.3,1.4,1.01
PEAK,2950.0,-3.0,6.0,0.24
PEAK,3570.0,-3.3,6.0,0.24
PEAK,5800.0,-7.6,3.0,0.48
HIGH_SHELF,10000.0,-7.0,0.71,
