Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-4.7,,
LOW_SHELF,105.0,5.0,0.71,
PEAK,100.0,-5.2,0.4,3.02
PEAK,650.0,1.2,1.8,0.79
PEAK,1900.0,-0.6,3.0,0.48
PEAK,2600.0,-0.9,5.0,0.29
PEAK,3150.0,2.5,1.41,1.0
PEAK,3800.0,-0.9,5.0,0.29
PEAK,8400.0,-2.5,6.0,0.24
PEAK,9400.0,-3.0,6.0,0.24
HIGH_SHELF,9000.0,-6.0,0.71,
