Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.4,,
PEAK,80.0,-8.8,0.4,3.02
LOW_SHELF,105.0,5.5,0.71,
PEAK,180.0,3.0,1.0,1.39
PEAK,1200.0,-2.5,1.2,1.17
PEAK,2250.0,5.0,1.4,1.01
PEAK,3800.0,4.0,1.5,0.94
PEAK,5200.0,-2.8,4.0,0.36
PEAK,8500.0,-2.8,5.0,0.29
HIGH_SHELF,10000.0,1.0,0.71,
PEAK,10500.0,-3.5,3.0,0.48
