Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-6.2,,
PEAK,67.0,1.2,1.4,1.01
LOW_SHELF,105.0,5.5,0.71,
PEAK,155.0,1.0,1.5,0.94
PEAK,1500.0,-1.6,1.4,1.01
HIGH_SHELF,1950.0,4.0,0.71,
PEAK,2280.0,-1.0,3.0,0.48
PEAK,3000.0,2.0,2.0,0.71
PEAK,3090.0,-5.0,5.0,0.29
PEAK,3900.0,-2.0,5.0,0.29
PEAK,5900.0,-2.2,4.0,0.36
