Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.5,,
LOW_SHELF,28.0,0.0,0.71,
PEAK,66.0,-0.8,1.5,0.94
LOW_SHELF,105.0,5.5,0.71,
PEAK,540.0,1.0,1.4,1.01
PEAK,2250.0,3.3,1.4,1.01
PEAK,6600.0,-2.5,4.0,0.36
PEAK,7900.0,4.0,1.0,1.39
PEAK,8600.0,-2.2,6.0,0.24
HIGH_SHELF,10000.0,-1.0,0.71,
