Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-11.8,,
LOW_SHELF,50.0,12.0,0.6,1.38
PEAK,650.0,2.0,2.0,0.71
PEAK,1420.0,-6.5,2.4,0.6
PEAK,2400.0,7.5,1.3,1.08
PEAK,5200.0,-2.8,5.0,0.29
PEAK,6000.0,3.0,1.5,0.94
PEAK,7300.0,-3.9,5.0,0.29
