Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-7.2,,
PEAK,880.0,6.7,0.5,2.54
PEAK,220.0,-1.0,1.4,1.01
PEAK,3300.0,-7.1,3.0,0.48
PEAK,5100.0,-9.8,4.0,0.36
PEAK,2250.0,4.0,1.2,1.17
