Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-10.0,,
PEAK,15.0,-4.0,0.7,1.92
PEAK,67.0,-5.8,0.5,2.54
LOW_SHELF,110.0,10.0,0.71,
PEAK,750.0,1.0,1.0,1.39
PEAK,1740.0,-10.7,1.4,1.01
HIGH_SHELF,1800.0,10.0,0.71,
PEAK,4250.0,-7.0,3.5,0.41
PEAK,8100.0,-8.5,4.5,0.32
PEAK,9300.0,-6.0,5.0,0.29
