Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.1,,
PEAK,95.0,-1.5,1.4,1.01
LOW_SHELF,105.0,5.5,0.71,
LOW_SHELF,180.0,-18.0,0.71,
PEAK,570.0,5.2,1.4,1.01
PEAK,940.0,1.6,3.0,0.48
PEAK,2500.0,-5.6,1.1,1.27
PEAK,3300.0,7.0,1.0,1.39
PEAK,4450.0,-1.4,6.0,0.24
PEAK,7900.0,-3.5,4.0,0.36
HIGH_SHELF,11000.0,-10.0,0.71,
